pmi	raw_freq	raw_co	cw
-0.84402555	18232	8	wedding/n
-0.23390236	219039	177	week/n
0.13311458	8591	10	welcome/j
2.2056866	23489	216	well/n
-0.09294168	447205	414	well/r
0.51711404	80866	138	west/n
2.3784745	181	2	westerly/j
4.0301776	15066	866	wet/j
1.2737877	4379	16	wetland/n
0.0033373404	19568	20	wheel/n
0.037248977	293693	311	when/r
0.5184022	15713	27	whenever/r
-0.0767838	213069	201	where/r
-0.2302033	32022	26	while/n
1.587573	6847	34	whip/v
3.1242278	518	12	whisk/n
2.4384959	4697	55	whisk/v
1.5939847	135083	678	white/j
0.11868233	74828	86	white/n
-1.0337462	1105205	402	who/p
-0.73912704	257424	125	why/r
0.6534989	32131	63	wild/j
4.0590525	17	1	wildaid/n
-0.23251195	1199317	970	will/v
2.0506606	40394	321	wind/n
2.6037982	433	6	windblown/j
0.46781856	3075	5	windshield/n
3.1537435	30851	734	wine/n
-1.4619237	21232	5	winner/n
1.8690221	35972	238	winter/n
2.1972768	13600	125	wipe/v
1.9105581	726	5	wiper/n
2.9461887	4124	80	wit/n
0.29552856	2929517	4020	with/i
-0.45849246	122176	79	within/i
0.09832601	185322	209	without/i
-0.96031445	378900	148	woman/n
1.6814392	41384	227	wood/n
-0.3550333	167824	120	word/n
-0.5551595	204450	120	work/n
-0.37035307	348631	246	work/v
1.209065	1751	6	worn/j
-0.6489978	1875	1	worthless/j
-0.5166772	1000148	610	would/v
1.3787639	18983	77	wrap/v
2.5267313	1482	19	wrinkled/j
-1.1530355	176825	57	write/v
-0.93354523	27356	11	writing/n
4.3241067	39	3	xeriscape/n
3.267885	37	1	yazid/n
-0.26239973	837481	658	year/n
4.4288797	1837	156	yeast/n
-1.2828463	14218	4	yell/v
1.0639446	24077	71	yellow/j
1.4029647	2173	9	yellow/n
-0.37600216	2848	2	yellowstone/n
-0.12775487	146822	132	yet/r
0.46194077	13645	22	yield/v
-1.0277417	150883	55	york/n
-0.44169557	3373742	2200	you/p
-0.6170567	47369	26	yourself/p
4.484111	11	1	zamoras/n
3.1602266	42	1	zan/n
0.9599577	22530	60	zone/n
